id,date,hour_local,lat,lon,quality_grade,month,year,day_of_year,temp_f,humidity,wind_mph,solar_radiation,cloud_cover
269836796,2025-04-11,11.0,37.7924915997,-122.457261,research,4,2025,101,63.8,66,6.7,672.0,92
270124019,2025-04-12,13.0,37.792278,-122.4577419722,needs_id,4,2025,102,63.0,48,5.4,913.0,0
270124020,2025-04-12,13.0,37.792278,-122.4577419722,needs_id,4,2025,102,63.0,48,5.4,913.0,0
270251701,2025-04-13,11.0,37.7897039988,-122.475919202,needs_id,4,2025,103,62.2,52,2.9,706.0,0
270273758,2025-04-13,13.0,37.7559047127,-122.4719478562,research,4,2025,103,64.5,46,4.7,901.0,14
270279777,2025-04-13,13.0,37.7545550997,-122.4707424,research,4,2025,103,64.2,46,4.7,901.0,14
271830326,2025-04-20,14.0,37.7522646997,-122.4708368,research,4,2025,110,56.7,69,8.8,890.0,23
271830656,2025-04-20,15.0,37.752379619,-122.4708250165,research,4,2025,110,56.6,70,9.0,868.0,8
271830968,2025-04-20,15.0,37.7541021591,-122.4709722027,research,4,2025,110,56.6,70,9.0,868.0,8
272083912,2025-04-21,15.0,37.7522998266,-122.4708206579,research,4,2025,111,58.2,71,8.4,886.0,15
272084172,2025-04-21,15.0,37.7502805,-122.4705725,research,4,2025,111,58.1,71,8.4,886.0,15
272084273,2025-04-21,15.0,37.7502400997,-122.4706154997,research,4,2025,111,58.1,71,8.4,886.0,15
272084342,2025-04-21,15.0,37.7501962997,-122.4705718,research,4,2025,111,58.1,71,8.4,886.0,15
282477478,2025-04-22,11.0,37.787995,-122.478255,research,4,2025,112,57.7,73,9.5,608.0,99
273351199,2025-04-25,13.0,37.7933106665,-122.4743018786,research,4,2025,115,56.4,51,8.8,691.0,64
275140804,2025-04-27,12.0,37.7523576,-122.4708408997,research,4,2025,117,53.7,77,11.4,497.0,100
274940289,2025-04-27,12.0,37.7524334173,-122.4708051051,research,4,2025,117,53.7,77,11.4,497.0,100
274984330,2025-04-27,13.0,37.748905,-122.4713216667,research,4,2025,117,53.4,77,12.7,514.0,100
277506410,2025-04-27,13.0,37.7488892318,-122.4714382897,research,4,2025,117,53.4,77,12.7,514.0,100
276079935,2025-04-28,13.0,37.7524051997,-122.4708088,research,4,2025,118,55.2,74,8.1,936.0,1
276080346,2025-04-28,13.0,37.7523641,-122.4708506997,research,4,2025,118,55.2,74,8.1,936.0,1
276737299,2025-04-29,12.0,37.756587816,-122.4717792124,research,4,2025,119,58.8,69,8.1,863.0,9
277256100,2025-04-30,13.0,37.7503283333,-122.4705283333,research,4,2025,120,61.7,62,8.8,927.0,0
278852561,2025-05-05,14.0,37.7523838605,-122.4708206579,research,5,2025,125,76.9,16,6.7,980.0,77
278852682,2025-05-05,14.0,37.7543004421,-122.4709779024,research,5,2025,125,77.0,16,6.7,980.0,77
279631038,2025-05-08,12.0,37.7523717976,-122.4708322402,research,5,2025,128,60.7,62,5.0,865.0,6
280905637,2025-05-13,16.0,37.7523332174,-122.4708004974,research,5,2025,133,58.0,61,13.2,776.0,17
286181654,2025-05-31,13.0,37.7500383333,-122.4705283333,research,5,2025,151,61.4,62,10.7,975.0,0
339929355,2026-02-23,11.0,37.7923383617,-122.4568808701,research,2,2026,54,53.9,92,3.3,328.0,96
342314805,2026-03-10,14.0,37.7544338,-122.4710359,research,3,2026,69,57.9,57,13.2,777.0,52
343563255,2026-03-15,12.0,37.7580333333,-122.4727383333,research,3,2026,74,62.7,67,1.7,654.0,98
343192491,2026-03-15,13.0,37.79247,-122.4577116667,needs_id,3,2026,74,69.3,49,4.3,744.0,86
343737199,2026-03-18,17.0,37.7961188366,-122.4776466945,research,3,2026,77,77.4,46,8.3,510.0,1
343878692,2026-03-19,11.0,37.757995,-122.472725,research,3,2026,78,64.2,70,3.1,573.0,0
343866648,2026-03-19,12.0,37.7542047467,-122.4708665907,research,3,2026,78,68.4,65,3.1,703.0,1
343866530,2026-03-19,13.0,37.7542288694,-122.470995672,research,3,2026,78,72.1,66,3.0,779.0,3
343866244,2026-03-19,13.0,37.7545056168,-122.4707324803,research,3,2026,78,71.9,66,3.0,779.0,3
344112106,2026-03-20,14.0,37.7580133333,-122.472655,research,3,2026,79,75.8,54,5.6,831.0,3
344112179,2026-03-20,15.0,37.7563383333,-122.4729783333,research,3,2026,79,73.9,53,6.8,783.0,0
344712877,2026-03-21,11.0,37.7905883333,-122.4757466667,research,3,2026,80,64.0,59,1.3,558.0,99
344267292,2026-03-21,12.0,37.7925102997,-122.4577084997,research,3,2026,80,68.8,52,4.1,699.0,98
344910133,2026-03-24,8.0,37.79108,-122.4820416667,research,3,2026,83,53.7,70,2.2,44.0,0
344981189,2026-03-24,13.0,37.7556505023,-122.4719408154,research,3,2026,83,64.9,49,7.6,839.0,0
344981319,2026-03-24,13.0,37.7558896032,-122.4719364569,research,3,2026,83,64.9,49,7.6,839.0,0
344981502,2026-03-24,13.0,37.7543155519,-122.4709990248,research,3,2026,83,64.8,49,7.6,839.0,0
345167413,2026-03-25,13.0,37.7502509092,-122.4705648422,research,3,2026,84,61.3,75,14.7,808.0,64
345167316,2026-03-25,13.0,37.7488771563,-122.471398674,needs_id,3,2026,84,61.6,75,14.7,808.0,64
